,Electronic,Experimental,Folk,Hip-Hop,Instrumental,International,Pop,Rock
34,0.07747315615415573,0.19797362387180328,0.16185927391052246,0.025581590831279755,0.18371962010860443,0.0912507027387619,0.16027002036571503,0.10187205672264099
35,0.04449016973376274,0.1574525684118271,0.06016501784324646,0.016994062811136246,0.08189652860164642,0.10711247473955154,0.1592889428138733,0.3726002871990204
36,0.06793666630983353,0.14822028577327728,0.0770668312907219,0.029528265818953514,0.09350072592496872,0.11004672199487686,0.174796923995018,0.29890352487564087
37,0.05295867472887039,0.22043463587760925,0.08122359961271286,0.011137213557958603,0.128137469291687,0.08897766470909119,0.1649097055196762,0.252221018075943
38,0.05800468102097511,0.17115789651870728,0.07598342001438141,0.02023029327392578,0.10434789955615997,0.1058235689997673,0.17014291882514954,0.2943093180656433
39,0.05830390006303787,0.18403373658657074,0.08669336140155792,0.01821013353765011,0.1118302047252655,0.1048169732093811,0.16222885251045227,0.2738828957080841
40,0.05053117126226425,0.18002910912036896,0.07254532724618912,0.016108941286802292,0.1022452563047409,0.10329199582338333,0.16460905969142914,0.3106391131877899
41,0.05956932529807091,0.19111032783985138,0.08493702858686447,0.016071325168013573,0.11599802225828171,0.1058061271905899,0.1705033779144287,0.2560045123100281
42,0.03264167532324791,0.24398921430110931,0.10132721066474915,0.006395814474672079,0.1340823471546173,0.09699774533510208,0.14577244222164154,0.2387935072183609
43,0.05227937549352646,0.1779881715774536,0.07263646274805069,0.016445115208625793,0.0999145582318306,0.10678767412900925,0.16497506201267242,0.30897364020347595
44,0.047700949013233185,0.18429984152317047,0.09180717170238495,0.01777898333966732,0.11178860068321228,0.11783415079116821,0.16142119467258453,0.26736903190612793
45,0.024631837382912636,0.3670414686203003,0.1208110973238945,0.002298169769346714,0.2699800729751587,0.05743622034788132,0.07950248569250107,0.07829868048429489
46,0.01920371502637863,0.24170777201652527,0.22629684209823608,0.005324729718267918,0.4109034836292267,0.030465994030237198,0.04274173080921173,0.02335570752620697
47,0.020856602117419243,0.25656384229660034,0.20269453525543213,0.004951548296958208,0.41821348667144775,0.03146640956401825,0.04018019884824753,0.025073373690247536
48,0.055589884519577026,0.1883489042520523,0.26774728298187256,0.01923336461186409,0.29292190074920654,0.060792624950408936,0.08192266523838043,0.0334433987736702
49,0.11536137014627457,0.10830629616975784,0.186703622341156,0.10334852337837219,0.10296136885881424,0.14640341699123383,0.16324013471603394,0.0736752524971962
50,0.08063901215791702,0.20553356409072876,0.19601532816886902,0.02782551199197769,0.32844462990760803,0.04622318595647812,0.07387201488018036,0.04144671559333801
51,0.07630249112844467,0.14848926663398743,0.15179555118083954,0.05110060051083565,0.11495786905288696,0.13313345611095428,0.1744801253080368,0.14974060654640198
52,0.07967706769704819,0.13051047921180725,0.20533637702465057,0.07159103453159332,0.11594891548156738,0.1441914588212967,0.16143988072872162,0.09130477905273438
53,0.07274406403303146,0.24542872607707977,0.15039129555225372,0.013600500300526619,0.364224374294281,0.031164376065135002,0.07542706280946732,0.047019604593515396
54,0.08199998736381531,0.13903456926345825,0.1820874959230423,0.06049215421080589,0.12244553118944168,0.1314907968044281,0.16952981054782867,0.11291962116956711
55,0.14178752899169922,0.1641359031200409,0.1705075055360794,0.046672649681568146,0.17412738502025604,0.0702117383480072,0.1662358194589615,0.06632136553525925
56,0.06233299896121025,0.16834411025047302,0.06902185827493668,0.019798241555690765,0.09802720695734024,0.10203400254249573,0.172401562333107,0.30803999304771423
57,0.0706685483455658,0.14401406049728394,0.06655210256576538,0.02991136908531189,0.08659929037094116,0.10921480506658554,0.17733772099018097,0.3157021105289459
58,0.06152261048555374,0.14483503997325897,0.07510209828615189,0.030604282394051552,0.08896239101886749,0.11309557408094406,0.16338489949703217,0.3224931061267853
59,0.06979896873235703,0.14135980606079102,0.058986321091651917,0.029198477044701576,0.08395913988351822,0.10406918823719025,0.17317357659339905,0.3394544720649719
60,0.05902039259672165,0.15652993321418762,0.08258077502250671,0.02769416943192482,0.10056083649396896,0.11733509600162506,0.16880708932876587,0.2874716520309448
61,0.05692381411790848,0.16350744664669037,0.07411782443523407,0.024451838806271553,0.09897984564304352,0.11467024683952332,0.1665569394826889,0.3007921576499939
62,0.07876969873905182,0.1572435349225998,0.08601922541856766,0.033328600227832794,0.10415329784154892,0.11868363618850708,0.18777483701705933,0.2340272068977356
63,0.06133842468261719,0.165554478764534,0.06059868633747101,0.018271150067448616,0.0926940068602562,0.09855800867080688,0.17498694360256195,0.3279983699321747
64,0.08846575021743774,0.15100936591625214,0.0828191265463829,0.03628139942884445,0.09581353515386581,0.11611416935920715,0.19064079225063324,0.23885579407215118
65,0.037838391959667206,0.19849036633968353,0.06671647727489471,0.009951676242053509,0.09998533874750137,0.09757570922374725,0.1580801010131836,0.33136194944381714
66,0.045180466026067734,0.1780107021331787,0.0682322084903717,0.014310131780803204,0.09664326161146164,0.10523522645235062,0.1631167083978653,0.3292713165283203
67,0.03606712073087692,0.30192381143569946,0.1503051370382309,0.006530011538416147,0.3714330196380615,0.03174730762839317,0.06293075531721115,0.03906281664967537
68,0.12542149424552917,0.07720544189214706,0.10313627123832703,0.18242602050304413,0.05025574192404747,0.16137899458408356,0.16593331098556519,0.13424281775951385
69,0.02233569324016571,0.2541317045688629,0.1909511834383011,0.0057542817667126656,0.43492719531059265,0.025991693139076233,0.04180658981204033,0.024101603776216507
70,0.02494441717863083,0.31927138566970825,0.14681385457515717,0.003719003638252616,0.3916778266429901,0.03380275517702103,0.05205918848514557,0.02771161124110222
71,0.08631981164216995,0.1841888725757599,0.20591695606708527,0.04543130099773407,0.19706635177135468,0.10507476329803467,0.12005654722452164,0.05594540759921074
